"doc_id"	"term"	"freq"
"2480"	"1"	"tazzina"	1
"2481"	"1"	"giù"	1
"2482"	"1"	"pattumiera"	2
"2483"	"1"	"patumiero"	1
"2484"	"1"	"maleducato"	2
"2485"	"1"	"raccolta"	1
"2486"	"1"	"differenziato"	1
"2487"	"1"	"cigaretta"	1
"2488"	"1"	"rappresentare"	3
"2489"	"1"	"solido"	1
"2490"	"1"	"giornare"	2
"2491"	"1"	"superiore"	2
"2492"	"1"	"Maraleona"	1
"2493"	"1"	"citta"	5
"2494"	"1"	"antipatico"	2
"2495"	"1"	"puoco"	1
"2496"	"1"	"sentivo"	1
"2497"	"1"	"dieci"	7
"2498"	"1"	"uscita"	1
"2499"	"1"	"puzzo"	3
"2500"	"1"	"tipico"	3
"2501"	"1"	"CORRispondere"	1
"2502"	"1"	"maraleonese"	1
"2503"	"1"	"buttato"	1
"2504"	"1"	"pane"	2
"2505"	"1"	"verde"	2
"2506"	"1"	"caffetteria"	1
"2507"	"1"	"torno"	1
"2508"	"1"	"quallo"	3
"2509"	"1"	"ammazare"	1
"2510"	"1"	"pazzo"	1
"2511"	"1"	"Perca"	1
"2512"	"1"	"Perche"	3
"2513"	"1"	"abituare"	1
"2514"	"1"	"rapina"	1
"2515"	"1"	"omicidio"	1
"2516"	"1"	"piuo"	2
"2517"	"1"	"monotona"	1
"2518"	"1"	"celebrare"	1
"2519"	"1"	"15Â°"	1
"2520"	"1"	"anniversario"	1
"2521"	"1"	"renderere"	1
"2522"	"1"	"vivace"	1
"2523"	"1"	"proporre"	1
"2524"	"1"	"sedevo"	2
"2525"	"1"	"pero"	4
"2526"	"1"	"sull"	1
"2527"	"1"	"perare"	1
"2528"	"1"	"Gridare"	1
"2529"	"1"	"maniera"	2
"2530"	"1"	"impotente"	1
"2531"	"1"	"Sfortunamente"	1
"2532"	"1"	"sdraiato"	1
"2533"	"1"	"risplendere"	1
"2534"	"1"	"atleta"	1
"2535"	"1"	"spazzola"	1
"2536"	"1"	"tatuaggio"	1
"2537"	"1"	"sciupatore"	1
"2538"	"1"	"distendere"	2
"2539"	"1"	"sbracciare"	1
"2540"	"1"	"manica"	1
"2541"	"1"	"rissa"	1
"2542"	"1"	"Qell"	1
"2543"	"1"	"spingere"	1
"2544"	"1"	"bruciare"	1
"2545"	"1"	"Superman"	1
"2546"	"1"	"abbraciare"	1
"2547"	"1"	"accetare"	1
"2548"	"1"	"schiaffo"	1
"2549"	"1"	"principa"	1
"2550"	"1"	"cambattevo"	1
"2551"	"1"	"fascicolo"	1
"2552"	"1"	"gabbiano"	1
"2553"	"1"	"sventolare"	1
"2554"	"1"	"monotere"	1
"2555"	"1"	"Timoneggiavo"	1
"2556"	"1"	"sostare"	1
"2557"	"1"	"statua"	1
"2558"	"1"	"gonnicella"	1
"2559"	"1"	"trasparente"	1
"2560"	"1"	"Guardavo"	1
"2561"	"1"	"soddisfare"	1
"2562"	"1"	"tono"	3
"2563"	"1"	"amabile"	1
"2564"	"1"	"sgradevole"	2
"2565"	"1"	"timbrare"	1
"2566"	"1"	"vedrÃ²"	1
"2567"	"1"	"interurre"	1
"2568"	"1"	"attravarsare"	1
"2569"	"1"	"sbattere"	3
"2570"	"1"	"carcare"	1
"2571"	"1"	".#"	1
"2572"	"1"	"roba"	2
"2573"	"1"	"10"	13
"2574"	"1"	"uso"	10
"2575"	"1"	"Chare"	1
"2576"	"1"	"allergologia"	1
"2577"	"1"	"my"	1
"2578"	"1"	"mind"	1
"2579"	"1"	"curricula"	1
"2580"	"1"	"NP"	26
"2581"	"1"	"trista"	1
"2582"	"1"	"scusartire"	1
"2583"	"1"	"padre"	1
"2584"	"1"	"bell"	1
"2585"	"1"	"rivista"	1
"2586"	"1"	"next"	1
"2587"	"1"	"ciccione"	1
"2588"	"1"	"Ancho"	2
"2589"	"1"	"interno"	1
"2590"	"1"	"1"	9
"2591"	"1"	"festeggere"	1
"2592"	"1"	"luglio"	4
"2593"	"1"	"parlo"	1
"2594"	"1"	"Scuso"	3
"2595"	"1"	"domani"	5
"2596"	"1"	"malare"	1
"2597"	"1"	"febbra"	1
"2598"	"1"	"Scusarmi"	2
"2599"	"1"	"lezione"	39
"2600"	"1"	"Italština"	1
"2601"	"1"	"písne"	1
"2602"	"1"	"medico"	1
"2603"	"1"	"malato"	2
"2604"	"1"	"favore"	4
"2605"	"1"	"Ciao"	12
"2606"	"1"	"scudere"	3
"2607"	"1"	"so,oppure"	1
"2608"	"1"	"tenermo"	1
"2609"	"1"	"ansia"	1
"2610"	"1"	"foto"	3
"2611"	"1"	"fotografico"	1
"2612"	"1"	"upload"	1
"2613"	"1"	"nonposso"	1
"2614"	"1"	"bellezza"	3
"2615"	"1"	"diletto"	1
"2616"	"1"	"armonia"	1
"2617"	"1"	"generalmente"	2
"2618"	"1"	"nessuna"	7
"2619"	"1"	"profondare"	1
"2620"	"1"	"inglese"	5
"2621"	"1"	"spiacente"	1
"2622"	"1"	"test"	13
"2623"	"1"	"ammissione"	1
"2624"	"1"	"compilare"	2
"2625"	"1"	"assumere"	1
"2626"	"1"	"trasferire"	2
"2627"	"1"	"cucina"	11
"2628"	"1"	"Toscana"	2
"2629"	"1"	"eccetera"	3
"2630"	"1"	"aiutartire"	1
"2631"	"1"	"link"	1
"2632"	"1"	"italia"	1
"2633"	"1"	"olomouc"	1
"2634"	"1"	"sembro"	1
"2635"	"1"	"Dottor"	1
"2636"	"1"	"Bolpagni"	1
"2637"	"1"	"cioè"	8
"2638"	"1"	"scrittura"	1
"2639"	"1"	"ForzaJuve"	1
"2640"	"1"	"meveramente"	1
"2641"	"1"	"gradire"	1
"2642"	"1"	"Buongiorno"	4
"2643"	"1"	"prenotare"	4
"2644"	"1"	"camera"	6
"2645"	"1"	"24"	3
"2646"	"1"	"agosto"	6
"2647"	"1"	"28"	2
"2648"	"1"	"arma|inviarme"	1
"2649"	"1"	"offerta"	1
"2650"	"1"	"appartamento"	2
"2651"	"1"	"Vincenzo"	1
"2652"	"1"	"collazione"	1
"2653"	"1"	"8"	6
"2654"	"1"	"11"	4
"2655"	"1"	"stanza"	1
"2656"	"1"	"cordiale"	1
"2657"	"1"	"saluti"	4
"2658"	"1"	"18"	2
"2659"	"1"	"08"	2
"2660"	"1"	"25"	2
"2661"	"1"	"colazione"	2
"2662"	"1"	"Spettabile"	1
"2663"	"1"	"suite"	1
"2664"	"1"	"accessorio"	1
"2665"	"1"	"21"	1
"2666"	"1"	"27"	1
"2667"	"1"	"2017"	1
"2668"	"1"	"Vorere"	2
"2669"	"1"	"23"	1
"2670"	"1"	"vostra"	1
"2671"	"1"	"risposto"	1
"2672"	"1"	"Cordiale"	2
"2673"	"1"	"hoti"	1
"2674"	"1"	"Europa"	3
"2675"	"1"	"disponibilità"	1
"2676"	"1"	"metà"	2
"2677"	"1"	"doppio"	1
"2678"	"1"	"matrimoniale"	1
"2679"	"1"	"supplementare"	1
"2680"	"1"	"possibilmente"	1
"2681"	"1"	"pensione"	1
"2682"	"1"	"gentilmente"	1
"2683"	"1"	"offerto"	1
"2684"	"1"	"prezzo"	2
"2685"	"1"	"richiedere"	2
"2686"	"1"	"soggiornare"	1
"2687"	"1"	"voi"	1
"2688"	"1"	"cancello"	3
"2689"	"1"	"chiave"	3
"2690"	"1"	"c´e"	2
"2691"	"1"	"Perfavore"	1
"2692"	"1"	"spostare"	2
"2693"	"1"	"dispiacere"	5
"2694"	"1"	"ingresso"	1
"2695"	"1"	"prego"	2
"2696"	"1"	"conducente"	1
"2697"	"1"	"altrimenti"	4
"2698"	"1"	"forzare"	2
"2699"	"1"	"trainare"	1
"2700"	"1"	"Fammo"	1
"2701"	"1"	"sapere.ciao"	1
"2702"	"1"	"stasera"	4
"2703"	"1"	":)"	2
"2704"	"1"	"d´accordo"	1
"2705"	"1"	"l´ora..."	1
"2706"	"1"	"un`anno"	1
"2707"	"1"	"campagna"	2
"2708"	"1"	"anch`io"	1
"2709"	"1"	"giovedì"	2
"2710"	"1"	"raccontartire"	1
"2711"	"1"	"cenare"	1
"2712"	"1"	"invito"	1
"2713"	"1"	"inutile"	3
"2714"	"1"	"receptionist"	1
"2715"	"1"	"Spero"	1
"2716"	"1"	"personale"	3
"2717"	"1"	"l´insegnante"	3
"2718"	"1"	"l´italiano"	15
"2719"	"1"	"imparó"	1
"2720"	"1"	"rispondo"	2
"2721"	"1"	"avvocato"	1
"2722"	"1"	"promettere"	1
"2723"	"1"	"mail"	1
"2724"	"1"	"febra"	1
"2725"	"1"	"musica"	4
"2726"	"1"	"ceco"	8
"2727"	"1"	"canzoni."	1
"2728"	"1"	"..quasi"	1
"2729"	"1"	"eppure"	1
"2730"	"1"	"Imparare"	1
"2731"	"1"	"anima"	2
"2732"	"1"	"Cechi"	1
"2733"	"1"	"divertivo"	1
"2734"	"1"	"dialetto"	1
"2735"	"1"	"pronuncia"	1
"2736"	"1"	"cadenza"	1
"2737"	"1"	"imitare"	1
"2738"	"1"	"parlante"	2
"2739"	"1"	"curiosita"	1
"2740"	"1"	"grammatica"	8
"2741"	"1"	"dell´italiano"	2
"2742"	"1"	"stagione"	1
"2743"	"1"	"dell´estare"	1
"2744"	"1"	"parlavo"	1
"2745"	"1"	"12"	3
"2746"	"1"	"Lavoravo"	1
"2747"	"1"	"6"	6
"2748"	"1"	"latino"	1
"2749"	"1"	"linguo"	1
"2750"	"1"	"romanza"	1
"2751"	"1"	"casuale"	1
"2752"	"1"	"spagnolo"	1
"2753"	"1"	"all´universire"	1
"2754"	"1"	"sostituire"	1
"2755"	"1"	"tedesco"	4
"2756"	"1"	"un´altro"	1
"2757"	"1"	"aggiungere"	32
"2758"	"1"	"all´inglese"	1
"2759"	"1"	"d´italiano"	3
"2760"	"1"	"profondo"	3
"2761"	"1"	"conoscerare"	1
"2762"	"1"	"verità"	1
"2763"	"1"	"Prefericso"	1
"2764"	"1"	"case"	1
"2765"	"1"	"lavorativo"	2
"2766"	"1"	"concentrazione"	7
"2767"	"1"	"materia"	19
"2768"	"1"	"piacem"	1
"2769"	"1"	"facile"	12
"2770"	"1"	"argomento"	6
"2771"	"1"	"informazione"	17
"2772"	"1"	"riscrivermo"	1
"2773"	"1"	"ripasso"	2
"2774"	"1"	"Studiare"	1
"2775"	"1"	"consumo"	1
"2776"	"1"	"vacazna"	1
"2777"	"1"	"Repubblica"	5
"2778"	"1"	"Ceca"	5
"2779"	"1"	"Moravia"	2
"2780"	"1"	"divertimento"	8
"2781"	"1"	"l´avere"	1
"2782"	"1"	"interesante"	1
"2783"	"1"	"so"	1
"2784"	"1"	"cucinare"	21
"2785"	"1"	"preferisco"	17
"2786"	"1"	"ricetta"	30
"2787"	"1"	"paticolarmente"	2
"2788"	"1"	".."	5
"2789"	"1"	"5"	6
"2790"	"1"	"arma|prepararme"	1
"2791"	"1"	"tivù"	1
"2792"	"1"	"chat"	1
"2793"	"1"	"qulcuno"	1
"2794"	"1"	"conozco"	1
"2795"	"1"	"tema"	3
"2796"	"1"	"memoria"	7
"2797"	"1"	"ascogliere"	3
"2798"	"1"	"qulaco"	1
"2799"	"1"	"conversazione"	3
"2800"	"1"	"internet"	3
"2801"	"1"	"nativo"	1
"2802"	"1"	"Vienna"	1
"2803"	"1"	"monumento"	3
"2804"	"1"	"San"	1
"2805"	"1"	"castelli"	1
"2806"	"1"	"Schönbrunn"	1
"2807"	"1"	"Belvedere"	1
"2808"	"1"	"piaccere"	2
"2809"	"1"	"spaghetto"	29
"2810"	"1"	"carbonara"	1
"2811"	"1"	"uovo"	8
"2812"	"1"	"guanciale"	8
"2813"	"1"	"Pecorino"	1
"2814"	"1"	"pepe"	8
"2815"	"1"	"Cuoco"	1
"2816"	"1"	"bollente"	1
"2817"	"1"	"salato"	2
"2818"	"1"	"sbarre"	1
"2819"	"1"	"tuora"	3
"2820"	"1"	"macinata"	1
"2821"	"1"	"servo"	1
"2822"	"1"	"obbligo"	1
"2823"	"1"	"stressante"	1
"2824"	"1"	"impegnativo"	4
"2825"	"1"	"personalmente"	7
"2826"	"1"	"mattino"	1
"2827"	"1"	"tecnica"	11
"2828"	"1"	"presentazione"	1
"2829"	"1"	"materiale"	3
"2830"	"1"	"implicare"	1
"2831"	"1"	"altoparlante"	1
"2832"	"1"	"estate"	3
"2833"	"1"	"sud"	1
"2834"	"1"	"Croazia"	4
"2835"	"1"	"Omiš"	2
"2836"	"1"	"durare"	2
"2837"	"1"	"pulito"	1
"2838"	"1"	"burrascoso"	1
"2839"	"1"	"downtown"	1
"2840"	"1"	"tocco"	1
"2841"	"1"	"Trogir"	1
"2842"	"1"	"miscela"	2
"2843"	"1"	"cipolla"	7
"2844"	"1"	"pomodoro"	17
"2845"	"1"	"besciamella"	1
"2846"	"1"	"salsa"	7
"2847"	"1"	"fetta"	2
"2848"	"1"	"lasagna"	7
"2849"	"1"	"strato"	5
"2850"	"1"	"teglia"	6
"2851"	"1"	"misto"	1
"2852"	"1"	"cuocere"	10
"2853"	"1"	"Adorare"	1
"2854"	"1"	"versione"	1
"2855"	"1"	"vegetariano"	2
"2856"	"1"	"sere"	2
"2857"	"1"	"Moneriggio"	1
"2858"	"1"	"etá"	1
"2859"	"1"	"Youtube"	1
"2860"	"1"	"canale"	1
"2861"	"1"	"Treccani"	1
"2862"	"1"	"vidi"	1
"2863"	"1"	"audiovisuale"	1
"2864"	"1"	"Garda"	7
"2865"	"1"	"gite"	2
"2866"	"1"	"Peschiera"	1
"2867"	"1"	"Lazise"	1
"2868"	"1"	"Sirmione"	2
"2869"	"1"	"prevelamente"	1
"2870"	"1"	"qualchevolto"	1
"2871"	"1"	"culturale"	11
"2872"	"1"	"localitá"	1
"2873"	"1"	"pasta"	16
"2874"	"1"	"ragú"	2
"2875"	"1"	"brare"	2
"2876"	"1"	"nel´acqua"	1
"2877"	"1"	"bollito"	1
"2878"	"1"	"lascio"	2
"2879"	"1"	"riscaldo"	1
"2880"	"1"	"mischio."	1
"2881"	"1"	"Legare"	1
"2882"	"1"	"testo"	11
"2883"	"1"	"charachterizare"	1
"2884"	"1"	"frase"	2
"2885"	"1"	"ripetto"	1
"2886"	"1"	"Slovacco"	1
"2887"	"1"	"Tatry"	2
"2888"	"1"	"aquaparco"	1
"2889"	"1"	"castello"	3
"2890"	"1"	"autocamp"	1
"2891"	"1"	"guppa"	1
"2892"	"1"	"consigliare"	5
"2893"	"1"	"pulire"	1
"2894"	"1"	"zuppa"	10
"2895"	"1"	"spinaco"	2
"2896"	"1"	"pentola"	20
"2897"	"1"	"aqua"	4
"2898"	"1"	"carrota"	2
"2899"	"1"	"spagetto"	2
"2900"	"1"	"olio"	21
"2901"	"1"	"oliva"	6
"2902"	"1"	"lasire"	1
"2903"	"1"	"bollire"	6
"2904"	"1"	"generale"	2
"2905"	"1"	"organizzazione"	1
"2906"	"1"	"legiornato"	1
"2907"	"1"	"pianificare"	1
"2908"	"1"	"trenta"	2
"2909"	"1"	"minuticon"	1
"2910"	"1"	"pausea"	1
"2911"	"1"	"riposino"	1
"2912"	"1"	"Teoricamente"	1
"2913"	"1"	"attrezzare"	1
"2914"	"1"	"pratica"	3
"2915"	"1"	"continuazione"	1
"2916"	"1"	"metodo"	3
"2917"	"1"	"riassumere"	1
"2918"	"1"	"evidenziare"	2
"2919"	"1"	"Brac"	1
"2920"	"1"	"camminata"	1
"2921"	"1"	"nuotare"	2
"2922"	"1"	"scherzare"	1
"2923"	"1"	"gelato.."	1
"2924"	"1"	"origine"	1
"2925"	"1"	"Svíčková"	1
"2926"	"1"	"bovino"	1
"2927"	"1"	"suco"	1
"2928"	"1"	"gnocco"	4
"2929"	"1"	"viennese"	1
"2930"	"1"	"succo"	1
"2931"	"1"	"contorno"	3
"2932"	"1"	"desert"	2
"2933"	"1"	"steccare"	1
"2934"	"1"	"pancetta"	2
"2935"	"1"	"arrostire"	4
"2936"	"1"	"arrostare"	1
"2937"	"1"	"verdura"	9
"2938"	"1"	"spezie"	1
"2939"	"1"	"forno"	11
"2940"	"1"	"Ilsucco"	1
"2941"	"1"	"panno"	3
"2942"	"1"	"panino"	1
"2943"	"1"	"sale"	16
"2944"	"1"	"delicatarre"	1
"2945"	"1"	"cosˇo"	1
"2946"	"1"	"brownies,fatta"	1
"2947"	"1"	"cioccolata"	1
"2948"	"1"	"fondente"	1
"2949"	"1"	"continuamente"	1
"2950"	"1"	"appunto"	3
"2951"	"1"	"cartina"	1
"2952"	"1"	"incollare"	1
"2953"	"1"	"arma|concentrarme"	17
"2954"	"1"	"stancare"	4
"2955"	"1"	"morto"	1
"2956"	"1"	"libro"	8
"2957"	"1"	"ero"	2
"2958"	"1"	"Tucepi"	1
"2959"	"1"	"organizzato"	1
"2960"	"1"	"oca"	2
"2961"	"1"	"arrosto"	1
"2962"	"1"	"tradizionale"	1
"2963"	"1"	"sala"	2
"2964"	"1"	"lavo"	2
"2965"	"1"	"grasso"	1
"2966"	"1"	"oco"	1
"2967"	"1"	"cuoco"	3
"2968"	"1"	"90"	1
"2969"	"1"	"temperatura"	3
"2970"	"1"	"aumento"	1
"2971"	"1"	"180"	1
"2972"	"1"	"crauta"	1
"2973"	"1"	"variare"	1
"2974"	"1"	"dipendenza"	1
"2975"	"1"	"fattore"	3
"2976"	"1"	"preoccupazione"	1
"2977"	"1"	"circostanza"	1
"2978"	"1"	"tradurre"	2
"2979"	"1"	"apprendere"	1
"2980"	"1"	"istruttivo"	2
"2981"	"1"	"butto"	1
"2982"	"1"	"“"	2
"2983"	"1"	"”"	1
"2984"	"1"	"facilmente"	2
"2985"	"1"	"approfivere"	1
"2986"	"1"	"ancho"	1
"2987"	"1"	"assieme"	1
"2988"	"1"	"Svizzera"	1
"2989"	"1"	"Boema"	1
"2990"	"1"	"frontiera"	2
"2991"	"1"	"Königstein"	1
"2992"	"1"	"fortezza"	1
"2993"	"1"	"antico"	2
"2994"	"1"	"estremamente"	2
"2995"	"1"	"colina"	1
"2996"	"1"	"250"	3
"2997"	"1"	"fiume"	3
"2998"	"1"	"Elba"	1
"2999"	"1"	"bad"	1
"3000"	"1"	"Schandau"	1
"3001"	"1"	"terma"	1
"3002"	"1"	"parta"	1
"3003"	"1"	"resto"	4
"3004"	"1"	"puro"	1
"3005"	"1"	"bico"	1
"3006"	"1"	"discesa"	1
"3007"	"1"	"salite"	1
"3008"	"1"	"fatica"	4
"3009"	"1"	"ragù.\nIngrediento"	1
"3010"	"1"	"500"	2
"3011"	"1"	"manzo"	1
"3012"	"1"	"macinato"	1
"3013"	"1"	"cucchiaio"	9
"3014"	"1"	"aglio"	9
"3015"	"1"	"origano"	4
"3016"	"1"	"vino"	8
"3017"	"1"	"brodo"	5
"3018"	"1"	"pelato"	4
"3019"	"1"	"etto"	4
"3020"	"1"	"mozzarella"	5
"3021"	"1"	"ricotta"	1
"3022"	"1"	"parmigiano"	4
"3023"	"1"	"grattugiare"	4
"3024"	"1"	"emmenthal"	1
"3025"	"1"	"preferibilmente"	1
"3026"	"1"	"casa.\nMetti"	1
"3027"	"1"	"aggiungi"	1
"3028"	"1"	"tritato"	1
"3029"	"1"	"mescolare"	12
"3030"	"1"	"meggere"	2
"3031"	"1"	"Cucino"	1
"3032"	"1"	"frattempo"	1
"3033"	"1"	"ragù"	2
"3034"	"1"	"via.\n"	1
"3035"	"1"	"impiegare"	1
"3036"	"1"	"lunedì"	2
"3037"	"1"	"8,5"	1
"3038"	"1"	"meno"	3
"3039"	"1"	"mercoledì"	2
"3040"	"1"	"discendere"	1
"3041"	"1"	"un`ora"	1
"3042"	"1"	"capace"	6
"3043"	"1"	"utile"	6
"3044"	"1"	"ripetere"	5
"3045"	"1"	"sviluppare"	1
"3046"	"1"	"dimentichero"	1
"3047"	"1"	"Žamberk"	2
"3048"	"1"	"Boemia"	1
"3049"	"1"	"orientale"	1
"3050"	"1"	"regione"	2
"3051"	"1"	"Pardubice"	1
"3052"	"1"	"quest`e"	1
"3053"	"1"	"combinazione"	1
"3054"	"1"	"natale"	1
"3055"	"1"	"Prokop"	1
"3056"	"1"	"Diviš"	1
"3057"	"1"	"/"	9
"3058"	"1"	"l`inventore"	1
"3059"	"1"	"parafulmine"	1
"3060"	"1"	"museo"	3
"3061"	"1"	"architettura"	1
"3062"	"1"	"chilometro"	1
"3063"	"1"	"NESSUNO!!!"	1
"3064"	"1"	"Pace"	1
"3065"	"1"	"mandria"	1
"3066"	"1"	"muflone"	1
"3067"	"1"	"zoologico"	1
"3068"	"1"	"pericolosi..."	1
"3069"	"1"	"infanzia"	1
"3070"	"1"	"nidio"	2
"3071"	"1"	"vespe."	1
"3072"	"1"	"biscotto"	5
"3073"	"1"	"esistere"	4
"3074"	"1"	"stampino"	2
"3075"	"1"	"cuoce"	2
"3076"	"1"	"tondo"	1
"3077"	"1"	"nocciole"	1
"3078"	"1"	"macinare"	1
"3079"	"1"	"burro"	8
"3080"	"1"	"zucchero"	15
"3081"	"1"	"cacao"	4
"3082"	"1"	"l`uovo"	1
"3083"	"1"	"alcool"	1
"3084"	"1"	"ripieno"	1
"3085"	"1"	"l`alcool"	1
"3086"	"1"	"d`uovo"	1
"3087"	"1"	"bue"	3
"3088"	"1"	"l`ora"	1
"3089"	"1"	"assaggiare"	1
"3090"	"1"	"alcool..."	1
"3091"	"1"	"riscrivere"	1
"3092"	"1"	"laborioso"	1
"3093"	"1"	"Spagna"	1
"3094"	"1"	"provincia"	1
"3095"	"1"	"Asturias"	2
"3096"	"1"	"nord"	1
"3097"	"1"	"esattamente"	1
"3098"	"1"	"paesino"	1
"3099"	"1"	"Luarca"	1
"3100"	"1"	"Luanco"	1
"3101"	"1"	"Gijón"	1
"3102"	"1"	"capoluogo"	1
"3103"	"1"	"Oviedo"	1
"3104"	"1"	"consigliere"	3
"3105"	"1"	"belleza"	1
"3106"	"1"	"naturale"	1
"3107"	"1"	"alimento"	1
"3108"	"1"	"riscaldare"	1
"3109"	"1"	"Sopratutto"	1
"3110"	"1"	"figa"	1
"3111"	"1"	"scommessa"	1
"3112"	"1"	"ottenere"	2
"3113"	"1"	"voto"	2
"3114"	"1"	"paradisaico"	2
"3115"	"1"	"Danta"	1
"3116"	"1"	"Cadore"	1
"3117"	"1"	"definire"	1
"3118"	"1"	"noto"	1
"3119"	"1"	"alpinista"	1
"3120"	"1"	"Pierangelo"	1
"3121"	"1"	"Tomas"	1
"3122"	"1"	"Cimo"	1
"3123"	"1"	"futuro"	1
"3124"	"1"	"veneto"	1
"3125"	"1"	"parmiggiano"	2
"3126"	"1"	"grilliare"	1
"3127"	"1"	"melanzana"	1
"3128"	"1"	"sugo"	5
"3129"	"1"	"Emanuele"	1
"3130"	"1"	"ridare"	1
"3131"	"1"	"prepare"	1
"3132"	"1"	"copertina"	1
"3133"	"1"	"plastica"	1
"3134"	"1"	"Burdellllllll!"	1
"3135"	"1"	"nove"	2
"3136"	"1"	"silenzioso"	1
"3137"	"1"	"dimentire"	1
"3138"	"1"	"spendere"	2
"3139"	"1"	"limone"	2
"3140"	"1"	"pasto"	6
"3141"	"1"	"c´erare"	3
"3142"	"1"	"riposato"	1
"3143"	"1"	"\nIl"	1
"3144"	"1"	"carbonaro"	2
"3145"	"1"	"cosí"	4
"3146"	"1"	"nello"	1
"3147"	"1"	"Anché"	1
"3148"	"1"	"preparo"	2
"3149"	"1"	"l´insalata"	2
"3150"	"1"	"d´inverno"	2
"3151"	"1"	"sciare"	1
"3152"	"1"	"preparazione"	4
"3153"	"1"	"caldo.\n"	1
"3154"	"1"	"riguardare"	4
"3155"	"1"	"adeguato"	1
"3156"	"1"	"stato"	3
"3157"	"1"	"animo"	1
"3158"	"1"	"efficiente"	1
"3159"	"1"	"concentro"	3
"3160"	"1"	"esso"	1
"3161"	"1"	"Qlandia"	1
"3162"	"1"	"Liberec"	2
"3163"	"1"	"Svět"	1
"3164"	"1"	"techniky"	1
"3165"	"1"	"ostrava"	2
"3166"	"1"	"interattivo"	1
"3167"	"1"	"visitatore"	2
"3168"	"1"	"legge"	1
"3169"	"1"	"pelle"	1
"3170"	"1"	"situare"	1
"3171"	"1"	"fabbrica"	1
"3172"	"1"	"Vítkovice"	1
"3173"	"1"	"fascino"	1
"3174"	"1"	"Olomouc"	1
"3175"	"1"	"Torto"	1
"3176"	"1"	"tvarůžky"	2
"3177"	"1"	"ingrediento"	5
"3178"	"1"	"gr."	4
"3179"	"1"	"farina"	12
"3180"	"1"	"seme"	1
"3181"	"1"	"-grezza"	1
"3182"	"1"	"300"	1
"3183"	"1"	"yogurt"	3
"3184"	"1"	"bustina"	1
"3185"	"1"	"lievitare"	7
"3186"	"1"	"polvere"	3
"3187"	"1"	"125"	1
"3188"	"1"	"150"	1
"3189"	"1"	"bacon"	2
"3190"	"1"	"Unire"	1
"3191"	"1"	"impasto"	10
"3192"	"1"	"spianare"	1
"3193"	"1"	"depositare"	1
"3194"	"1"	"dade"	1
"3195"	"1"	"cospargere"	1
"3196"	"1"	"180umero"	1
"3197"	"1"	"30"	1
"3198"	"1"	"all´universitá"	2
"3199"	"1"	"piú"	23
"3200"	"1"	"ficile"	2
"3201"	"1"	"lavoro.Non"	1
"3202"	"1"	"mogliere"	1
"3203"	"1"	"gramatica"	1
"3204"	"1"	"fondo.Sempre"	1
"3205"	"1"	"peró"	1
"3206"	"1"	"lítaliano"	1
"3207"	"1"	"risorsa"	1
"3208"	"1"	"crescita"	1
"3209"	"1"	"umano"	3
"3210"	"1"	"stata"	1
"3211"	"1"	"Sardegna"	3
"3212"	"1"	"Costa"	1
"3213"	"1"	"Rei"	1
"3214"	"1"	"7"	3
"3215"	"1"	"Slovacca"	2
"3216"	"1"	"Sardegna.Spero"	1
"3217"	"1"	"un´isola"	1
"3218"	"1"	"magnifica"	1
"3219"	"1"	"tradizione"	1
"3220"	"1"	"bellisssimo"	1
"3221"	"1"	"Caraibi"	1
"3222"	"1"	"Mediteraneo"	1
"3223"	"1"	"tiramisú"	2
"3224"	"1"	"amicha"	1
"3225"	"1"	"prioprio"	1
"3226"	"1"	"tiramisú.."	1
"3227"	"1"	"puó"	2
"3228"	"1"	"ogniuno"	1
"3229"	"1"	"molto.In"	1
"3230"	"1"	"conosciuto"	1
"3231"	"1"	"udere"	5
"3232"	"1"	"putroppo"	1
"3233"	"1"	"sento"	1
"3234"	"1"	"fame"	1
"3235"	"1"	"sennò"	1
"3236"	"1"	"fortuno"	1
"3237"	"1"	"turistico"	2
"3238"	"1"	"paraggio"	1
"3239"	"1"	"specifico"	2
"3240"	"1"	"abbondare"	1
"3241"	"1"	"dico"	1
"3242"	"1"	"meridionale"	1
"3243"	"1"	"Amatriciana"	1
"3244"	"1"	"200"	3
"3245"	"1"	"400"	1
"3246"	"1"	"pezzetto"	1
"3247"	"1"	"peperoncino"	2
"3248"	"1"	"cucchiao"	1
"3249"	"1"	"secco"	2
"3250"	"1"	"pecorino"	4
"3251"	"1"	"500g"	1
"3252"	"1"	"padella"	9
"3253"	"1"	"anggiungare"	1
"3254"	"1"	"centimetro"	1
"3255"	"1"	"rosolare"	1
"3256"	"1"	"evapore"	1
"3257"	"1"	"spagheto"	1
"3258"	"1"	"dente"	3
"3259"	"1"	"scolare"	1
"3260"	"1"	"scarso"	1
"3261"	"1"	"pe"	1
"3262"	"1"	"rme"	1
"3263"	"1"	"graficamente"	1
"3264"	"1"	"fila"	1
"3265"	"1"	"PDF"	1
"3266"	"1"	"marcatezza"	1
"3267"	"1"	"colorato"	2
"3268"	"1"	"attacare"	1
"3269"	"1"	"chiuso"	2
"3270"	"1"	"marcatura"	1
"3271"	"1"	"importanza"	3
"3272"	"1"	"mattita"	1
"3273"	"1"	"sottolineare"	2
"3274"	"1"	"riga"	1
"3275"	"1"	"perhcé"	1
"3276"	"1"	"ammettere"	2
