Corpus,Type,Text ID,Author ID,L1,content
CZECH-IT,survey-message,I168,L077,CS,"Preferisco il primo pomeriggio dopo il pranzo e il caffè. Anche se sono sveglia di mattina, preferisco non studiare fino alle 10. Trovo molto difficile concentrarmi. Spesso controllo i social media e guardo video su YouTube. Per il massimo risultato uso la tecnica Pomodoro (15 minuti di concentrazione e 5 minuti di pausa) e alcuni siti come Memrise o Cram per ricordare i nuovi vocaboli."
CZECH-IT,survey-message,I169,L041,CS,"Oggi Il modo dello mio studio è diverso dello modo ho usato dieci anni fa. Non ho tempo studiare durante il giorno perché ho molte obligazioni al lavoro e nella famiglia. Perciò preferisco studiare in una serata, di solito dalla nove alla mezzanotte o più tardi. Quando ho al lavoro una giornata impegnativa, è difficile per me di concentrarsi perché il mio cervello è stanco. Uso la technica delle carte di pensiero."
CZECH-IT,survey-message,I170,L084,CS,"La mia ultima vacanza era in Grecia su isola Zante. Ci sono stata con le mie amiche e il mio fratello. È stata la vacanza calma e di rilassamento. Tutti i giorni eravamo in spiaggia e tutte le sere eravamo nei bar. I viaggi culturali faccio solo d'inverno o in primavera, quando non fa cosi' caldo. In aprile vado con le mie amiche in Barcellona. Zakynthos consiglerei a tutti queli che amano le feste, perché si dice che Zakynthos sia seconda Ibiza."
CZECH-IT,survey-message,I171,L024,CS,"Questo tema è difficile per me, perché non ho bisogno di avere ""vacanza"" per godere qualcosa. Ci sono molti momenti anche durante un solito giorno che possono sembrare come vacanza, quando sono felice. La parola ""vacanza"" è secondo me più legata a viaggiare, cioè il mio hobby e non devo fare la vacanza per fare i miei hobby."
CZECH-IT,survey-message,I172,L075,CS,Io stavo per la vacanza in Repubblica Slovacca in albergo Aquathermal. Si trova vicino Zvolen. Ci sono trovata benissimo perche ho scelto un albergo con 3 stelle e con aquapark e ci sono venuta prima di staggione. Questo albergo non e cosi conosciuto come gli altri e percio c´era pochissima gente. Ci sono venuta con mia famiglia e ci siamo stati per 3 notti. E stato poco tempo. Mi e piaciuto che il prezzo e stato molto favorevole perche siamo venuti prima della staggione. Abbiamo fatto le passeggiate e ci siamo divertiti molto.
CZECH-IT,survey-message,I173,L013,CS,"La mia ultima mini vacanza è stata quest´anno in Germania. Per qualcuno magari un posto insolito ma è stata una vacanza molto piacevole. Grazie agli studi non mi rimangono molti giorni per le ferie, per questo motivo è stata una vacanza lampo. Il criterio molto importante per la scelta del posto è stato il relax. In base a questo abbiamo scelto un posto nel verde, nell’assoluta tranquillità, lontano dal centro abitativo. Un albergo nel quale abbiamo potuto godersi il massimo comfort nonché un’ottima cucina. Quindi è stato un viaggio di relax con l’obiettivo di riposarsi e staccare la spina. Consiglierei questo posto a chi desidera sparire e rigenerale sia il corpo che la mente ed ha poco tempo a disposizione."
CZECH-IT,survey-message,I174,L076,CS,"Ho fatto l'ultima vacanza in Croazia, in Istria. In teoria doveva essere un relax, ma siccome dovevo badare al mio figlio molto capriccioso, era chiaro che non lo sarebbe stata veramente. E così è andata. Siamo stati al mare, in una spiaggia piuttosto bella e non troppo affollata, ci siamo divertiti. Abbiamo affittato un appartamento in una casa in collina con una bellissima vista sul mare. Il tempo era così così, due giorni ha piovuto e c'è stato un fortissimo temporale di notte. Consiglierei questo posto a chi vuole passare una vacanza tranquilla in un luogo appartato e magari vuole collegare il mare con la collina. Si trovano vicino comunque anche località di interesse turistico e mondano (Opatija, Rijeka - per gli italiani post-irredentisti Abbazia, Fiume)."
CZECH-IT,survey-message,I175,L061,SK,"A settembre sono stata in vacanza con i miei genitori nella Reppublica Ceca. Abbiamo visitato vari posti nella Moravia. Tra questi c´erano i castelli e le cittá storiche. Consiglio Kromneriž per la sua bellezza culturale ma anche per il parco con animali che non é un fatto tipico nelle cittá. Ě possibile salire sulla torre del palazzo e la vista da lí é maglifica. Anche Bouzov, il castello fiabesco é amato dai turisti."
CZECH-IT,survey-message,I176,L048,CS,"A luglio sono stata in Bulgaria. Ho fatto una bella vacanza nel hotel Evrika beach, sul sunny beach. A Bulgaria sono stata con mio marito e con nostro figlio da 18 mesi allora non abbiamo viaggiato molto, ma abbiamo fatto una gita a Nesebăr, dove c´e da vedere uno meraviglioso centro storico. Tutta la settimana abbiamo trascorso sulla spiaggia u nella piscina.Questo luogo posso consigliere a tutti che vogliono viaggiare con bimbi, perché dalla Reppublica Ceca alla Bulgaria ci vuole solo 2 ore e mezza col´aereo, e perché il mare Nero non é cosí salato come l´altri mari, allora non fa fastidio per i bambini."
CZECH-IT,survey-message,I177,L077,CS,"L'ultima volta sono stata in Puglia a visitare i miei amici e sono andata alla laurea di una mia cara amica. Ho visitato solo Bari, Terlizzi e Giovinazzo, le quali ho già visto tutte. È stato un viaggio di divertimento. Ho preso il volo da Praga e sono arrivata direttamente a Bari. Ho viaggiato da sola. Consiglierei il luogo per la ricchezza culturale e culinare della regione."
CZECH-IT,survey-message,I178,L041,CS,"La mia ultima vacanza all’estero è stata in Italia al Lago di Garda. Sono andata in bicicletta perché ho visitato molte luoghi come Lago di Ledro, Torbole, Arco, Riva del Garda, Limone, Malcesine, Sirmione e altri luoghi. È stata la vacanza sportiva – mi sono arrampicata sugli scogli, ho fatto windsurfing e paddleboarding. Ho viaggiato in compagnia con i miei amici sportivi. Questo luogho è perfetto per i turisti che vogliono visitare la destinazione piena della natura bellissima e anche i luoghi historici e sportivi."
CZECH-IT,survey-message,I179,L084,CS,"Amo tutti i tipi di pasta e non so cucinare nient'altro. La mia pasta preferita è carbonara. Eccola ricetta .
Versate un po' di olio in una padella. Poi aggiungete guanciale e soffriggetelo. Preparate gli spaghetti e intanto mettete in una ciotola i tuorli, un po' di sale e pecorino romano. Quando gli spaghetti sono pronti, aggiungetegli nella padella con guanciale e poi aggiungete subito i tuorli e mescolate bene. Condite con pepe e pecorino. Fatto."
CZECH-IT,survey-message,I180,L024,CS,Non ho ancora trovato una ricetta che mi piacerebbe paticolarmente. Preferisco provare sempre le cose nuove.
CZECH-IT,survey-message,I181,L075,CS,"Mia ricetta preferita e spaghetti ""Po Uhlířsku"". Dentro aqua bolente metto gli spaghetti e dopo 10 minuti saranno cotte. Devo colare aqua e gli spaghetti lascio in pentola. In padella metto olio d´oliva, la cipola in pezzi e dopo pezzi di prosciutto cotto o pancetta affumicata. Devo arrostire per 5 -7 minuti. Poi metto spaghetti cotti, 2 l´uova e devo mescolare. Quando vedo che l´uova sono cotte e pronto. Metto un po di sale e pepperoncino e e pronto."
CZECH-IT,survey-message,I182,L013,CS,"Io sono molto legata e mi piace molto questa ricetta napoletana, che oltre tutto è anche molto semplice da preparare ""Purpietelle affugate"". Per questa ricetta ci occorrono dei polpi, io utilizzo quelli piccoli e purtroppo surgelati, poi dei spicchi d’aglio, un po’ di olio d’oliva, dei pelati, del sale e del pepe. In un recipiente adatto versiamo un po’ di olio d’oliva e dei spicchi d’aglio, sistemiamo dei polpi a aggiungiamo dei pelati, del sale e del pep, abbassiamo il fuoco e chiudiamo il recipiente con un coperchio. La salsa deve diventare densa e molto scura, quasi nera. Dieci minuti prima di spegnere il fuoco possiamo aggiungere del prezzemolo tritato. Serviamo con il pane abbrustolito."
CZECH-IT,survey-message,I183,L076,CS,"Non so cucinare, nel senso che non so preparare pasti di cui credo che potrebbero piacere ad altre persone. Se devo cucinare per me, preferisco la pasta o il riso, perché sono universali e si possono abbinare con tutto. Con la pasta sono sughi a base di pomodoro in cui posso aggiungere zucchine, salame, tonno, frutti di mare, olive, capperi, quello che capita. Con il riso invece mi piace soprattutto il mais e i piselli, i broccoli, ma anche frutti di mare. Preparo il riso non all'italiana, cioè dall'inizio cucinato con gli ingredienti, ma alla ceca (preparato speratamente e poi mescolato con gli ingredienti)."
CZECH-IT,survey-message,I184,L061,SK,"Mi piacciono i dessert facili e preparati in breve tempo. Pochi giorni fa ho fatto un dolce, non é affatto complicato. Basta solo lasciarlo nel frigo e il giorno dopo é buonissimo. Ci servono i biscotti Piškóta, panna acida, mascarpone, zucchero e qualche tipo di frutta (uso sterilizzata oppure surgelata). Si fanno vari piani di biscotto, crema e frutta. Un ritocco di cioccolata sopra e il dolce é preparato. Buon appettito!"
CZECH-IT,survey-message,I185,L048,CS,"Mi piace la zuppa di zucca. Prima faccio scaldare l´olio d´oliva extra vergine in una pentola con una cipolla tagliata finemente. Dopo metto una carrote e una zucca tagliate agli cubetti. Appena si sfrigolano ci verso brodo, metto una patata tagliata agli cubetti e tutto faccio bollire, tutto lascio cuocere. Appena la verdura é morbida tolgo la pentola dalla piastra e tutto dentro frullo con un frullatore ad immersione. La pentola torno al fuoco e la zuppa condisco con un po´ di sale e un po´ di curry. Alla fine metto un po´di panna e tutto lacscio quocere a fuoco dolce per un minuto. La zuppa di zucca servisco un piatto profondo con un cucchiaino di yogurt bianco. Buon appetito!"
CZECH-IT,survey-message,I186,L077,CS,Non conosco nessuna ricetta a memoria perché cucino in sostanza ogni volta una ricetta diversa.
CZECH-IT,survey-message,I187,L041,CS,Il mia ricetta preferita è spaghetti di aglio oglio. È molto semplice ma molto deliziosa. Prima lesso i spaghetti in acqua. Mi piace i spaghetti al dente. Dopo affetto tre spicchi del‘aglio e chilli pepperoncini a piccolli pezzetti. E poi scioglio l’olio in padella e aggiungio l’aglio e chilli pepperoncini. A tempo debito aggiungio i spaghetti e melcolo tutto. Alla fine aggiungio i pezzeti del prezzemolo.
CZECH-IT,survey-message,I188,L026,CS,L’insegnante dovrebbe avere delle capacità per mettere a confrono certe opinioni dello studente. Ma alla fine è Lui/Lei che cioè il professore che va rispettato. Dovrebbe avere una posizione superiore e lo studente dovrebbe sapere di finirla.
CZECH-IT,survey-message,I189,L046,CS,"L’insegnante dovrebbe essere amicevole e d’aiuto ma un po’ severo anche. Le lezioni dovrebbero essere divertenti e avvincenti, piene delle cose nuove. La comunicazione tra lo studente e l’insegnante è molto importante quando per esempio lo studente non capisce qualcosa oppure quando ha una domanda .. penso che tanti test sono inutili, basta qualche test per scoprire le nostre conoscenze. Preferisco il Tu perché mi sento più comoda e non ho paura di chiedere tutto che voglio sapere o spiegare."
CZECH-IT,survey-message,I190,L042,CS,"L' insegnante debbe, se possibile, percipere lo studente come un individuo a cercare di individuare le differenze fra i suoi studenti e secondo questo modificare e individualizzare lo stille d'educazione- anche nel senso del Tu-Lei, debbe spendere molto tempo facendo il ripasso, cercare ogni opportunità per iniziare la comunicazione quotidiana non seguendo soltanto le lezioni del manuale. Nel senso di valutazione debbe offrire feedback e consigliare lo studente sugli errori queli colui sta facendo."
CZECH-IT,survey-message,I191,L050,CS,"Per quanto riguarda la questione del Tu/Lei, secondo me, bisogna considerare la differenza dell'età fra lo studente ed il professore. Poi certamente, se si può dare del tu, credo che gli studenti siano molto più attivi e meno timidi. Gli orari di consultazione dovrebbero corrispondere all'importanza del argomento, comunque il professore dovrebbe essere disponibile almeno un'ora a settimana se i suoi corsi hanno una certa importanza oppure se sono molto impegnativi. In quanto alla valutazione dei test, non so rispondere."
CZECH-IT,survey-message,I192,L049,SK,"Secondo me, il rapporto tra lo studente e l'insegnante è determinato anche culturalmente. Ho esperienza con diversi approcci da parte dall'insegnante in diversi paesi di Europa. Non si può dire quale sia un rapporto ideale, sono abitudini diversi, comunque in generale ritengo che questo rapporto dovrebbe essere amichevole, rilassante, ma nello stesso tempo non dovrebbe oltrepassare una certa frontiera di professionalità. Ad esempio mi piace prendere una birra col mio insegnante e chiacchierare un po', però non parlo mai di cose troppo personali anche se in un ambiente rilassante come in una birreria. Non ho delle preferenze sull' uso del Tu/Lei, questo dipende molto anche dall'età dell'insegnante e dalla sua personalità: non tutti si sentono al suo agio di darsi del Tu con gli studenti e se lo fanno, risulta innaturale. Potrebbe essere ugualmente piacevole darsi del Lei sia che del Tu."
CZECH-IT,survey-message,I193,L007,CS,"Un rapporto tra lo studente e l`insegnante non è un problema facile. Al primo posto tutti e due devono avere la fiducia. Lo studente deve porre la fiducia nello professore, nell`insegnante, deve credere che il professore conosce bene la problematica in questione e vuole avvicinarla allo studente. L`insegnante deve credere che lo studente ha l`interesse per la materia, che ha dedicato alla preparazione il tempo necessario. Se ci fossero sospetti non è buono, anzi è tragico! Durante la consultazione sale la pressione a tutte le due parti. Lo studente è nervoso, perché davvero non c`entra nella problematica. Il professore deve capire, che lui stesso insegna sempre la stessa materia, forse è già scienziato nella materia, ma lo studente deve studiare dagli altri professori le altre materie. Alla università il tempo è limitato, le materie sono tante. Lo studente deve superare più esami che solo uno, il tempo libero e disponibile per lo studente è limitato. Non è possibile che lo studente diventerà subito esperto in tutte le materie prescritte. Un`altra domanda resta la valutazione dei test. I`insegnante deve essere obiettivo, non deve distinguere tra gli studenti simpatici e quelli meno simpatici, tra le studentesse belle e attraenti a tra le altre. Questo non è professionale. Capisco, che un insegnante è soltanto un uomo, che ideali comportamenti non sono facili, che io personalmente nella vita precedente /adesso non penso all`università/ ho già profittato dalla simpatia che la gente sentiva di me, ma cercare di essere obiettivo resta per un insegnante la necessità."
CZECH-IT,survey-message,I194,L001,CS,"Il rapporto dovrebbe essere proffesionale, si dovrebbe dire Lei, almeno tre ore di consultazione alla settimana, valutazione dei test abbastanza rapido."
CZECH-IT,survey-message,I195,L040,SK,"Secondo me non si può scrivere di un rapporto ideale tra l'insegnante e lo studente. Sicuramente deve essere un rapporto umano. Non mi piacciono l'insegnanti inaccessibili, piú preferisco l'insegnante più umani e qualche volta essere in grado di ridere così tante volte alleva l'insegnante l'argomento già difficile. 
Gli orari consultazione come da noi all'università sono ideale, a fine ci facciamo d'accordo insieme con l'insegnante perché chi lavora e anche fa la scuola non può tante volte arrivare agli orari consultazione adatti. Buone sono anche consultazione con email, che fanno molti insegnanti.
La valutazione dei test è secondo me a posto. Non ho nessuna osservazione, magari mi piacerebbe fare dopo il test consultazione alla lezione del test, dove parliamo tutti insieme di sbagli, che abbiamo fatto."
CZECH-IT,survey-message,I196,L087,CS,"Il rapporto ideale dovrebbe essere fondato sulla giustizia, sulla chiarità delle esigenze del docente e naturalmente con la conoscenza perfetta della materia da parte del docente poi porta al rispetto reciproco. Penso che gli orari di consultazione non siano la soluzione. Meglio è organizzare un incontro quando c´é bisogno altrimenti aspettando nel ufficio potrebbe diventare un grande perditempo per il docente. Mettere a confronto gli sudenti: non si é mai dimostrato valido. Per quando riguarda i test merita menzionare la possibilità di fare un test di prova, sapere la quantità dei materiali da studiare e la scala dei voti. Dopo i test, direi, è importante che gli studenti abbiano la possibilità di vedere i suoi errori e di averli spiegati. Il compito importantissimo: insegnare gli studenti come impararsi e poi come imparare gli altri."
CZECH-IT,survey-message,I197,L077,CS,Il rapporto dovrebbe essere professionale e rimanere al livello di dare del Lei all'insegnante. L'insegnante dovrebbe essere pronto ad aiutare lo studente negli orari di consultazione e (se neccesario) accettare anche una certa critica dalla parte dello studente.
CZECH-IT,survey-message,I198,L008,CS,Un rapporto ideale tra lo studente e l'insegnante dovrebbe essere formale. Secondo me gli studenti non dovrebbero dargli del tu. Per il resto credo che la situazione alle università non è male da questo punto di vista. Il problema è alle scuole elementari dove (qui) non si discute ma si aspetta che tutti seguissero gli ordini. Ma è anche vero che è passato un po di tempo da quando la frequentavo io. Alla fine vorrei sottolineare che un certo insegnante del Nord è molto in gamba.
CZECH-IT,survey-message,I199,L026,CS,"Particolari problemi di ambientamento no, ma le relazioni sono spesso complicate. E sono convinta che spesso la colpa siamo noi studenti. Tante volte crediamo di essere maltrattati o troppo criticati, ma numerosissime volte non siamo in grado di fare quello che il professore si aspetta. E non siamo nemmeno capaci di ammetterlo."
CZECH-IT,survey-message,I200,L046,CS,Penso di no. Ogni professore è diverso e ha i metodi differenti.
CZECH-IT,survey-message,I201,L042,CS,"Non ho incontrato problemi particolari però mi manca una cosa- comunicazione e i discorsi tematici come una parte del curriculum che permette gli studenti parlare e profittare della corezione diretta dell' insegnante. Nel primo anno abbiamo il soggetto dell'esercizi di comunicazione ma, secondo me, il tempo non è usato benne, la lezione è troppo focalizzata sul testo il qual si analizza."
CZECH-IT,survey-message,I202,L050,CS,Non mi ricordo.
CZECH-IT,survey-message,I203,L049,SK,"Durante i miei studi della filologia francese ho incontrato problemi di ambientamento. Non mi piaceva il sistema dell'insegnamento e l'approccio di alcuni insegnanti. Non era per niente stimolante e il mio francese ha peggiorato parecchio. Infatti ho deciso di lasciare questi studi. Sono cosciente del fatto che questa impressione non era generalmente condivisa, molti di miei compagni di classe erano contenti e hanno anche deciso di continuare con gli studi. In realtà, i docenti erano amichevoli ed avevano poche esigenze dalla parte degli studenti: era per questo che i miei compagni di classe si trovavano bene. Io invece ritengo che un docente dovrebbe anche stimolare e avere richieste dai suoi studenti."
CZECH-IT,survey-message,I204,L007,CS,"Sì io ho già avuto dei problemi. Io secondo me, non sono un tipo tiepido. Io sto sempre al limite, una volta sono un tipo caldissimo un`altra freddissimo. Un docente aveva problemi con me. Non capiva i miei scherzi, le mie domande esagerate. Poi davvero avevo dei problemi, perché le mie risposte potevano sembrare non logiche, sbagliate. Ogni di noi ha un modo di pensare. Quello che sembrava al professore non logico, non collegato con la problematica, era nel mio modo di pensare collegato. Il professore invece di chiedere le cause delle mie conclusioni si è arrabbiato. Anche questo non è molto professionale."
CZECH-IT,survey-message,I205,L001,CS,Qualcuni docenti sono troppo arroganti o noiosi.
CZECH-IT,survey-message,I206,L040,SK,"Mi dispiace o per fortuna, non ho incontrato particolari problemi all'università."
CZECH-IT,survey-message,I207,L087,CS,"La parola chiave è l´etica. Succede che un professore approffita del suo posto, si vendica sullo studente per essere criticato oppure rifiuta di conversare con gli studenti considerati antipatici. Naturalmente esiste anche uno studente che approffita della sua posizione studentesca per fare male al suo professore il quale a volte diventa severo e riservato. Particolare attenzione merita la comunicazione. Non prestiamo ascolto uno all´altro, usiamo la comunicazione come uno strumento di forza: vogliamo costringere gli altri a prendere le nostre opinioni, comincia a manacare la tolleranza e la gentilezza. Manca l´autoriflessione, dobbiamo cambiare i suoi approci secondo le condizioni variabili. Alle fine talvolta docenti rimangono sgradevoli e severi con tutti e studenti indiferrenti e sfacciati."
CZECH-IT,survey-message,I208,L077,CS,Nella maggior parte dei casi i docenti sono stati pronti ad aiutarmi e gentili. Ho avuto paura di consultare solo due docenti durante il periodo dei miei studi.
CZECH-IT,survey-message,I209,L008,CS,Non ho avuto mai dei problemi con i docenti. È però anche vero che ho incontrato un docente che teneva molto ai particolari dettagli poco importanti nel periodo di oggi. Si trattava di un docente di matematica che oltre alle capacità di saper risolvere il problema voleva che conoscessimo anche tutto il libro delle regole a memoria. Credo che questo oggi non sia più fondamentale.
CZECH-IT,survey-message,I210,L026,CS,"Perché lamenta? Perché non lo dice? O fosse lo studente che non sia in grado di comprendere? Ci sono anche i professori che non sono in grado di attirare l’attenzione, ma non è sempre facile. Si dice che ideale sarebbe lo studio attraverso le esperienze. L’importante secondo me è sapere coinvolgere gli studenti nella materia, mam ogni materia è aperta a questo."
CZECH-IT,survey-message,I211,L046,CS,"Boh, dipende .. mi piace quando il docente cerca di comunicare con tutti durante la lezione e non parla da solo. Poi è meglio quando ci dice di più esempi per immaginare la situazione o una parte nuova di grammatica."
CZECH-IT,survey-message,I212,L042,CS,"le lezioni dovrebbero sicuramente insegnati in italiano usando poco del ceco per aiutare la comprensibilità, l'insegnatne debbe capace di far gli studenti partecipare alla lezione, provocare la loro attività e concentrazione."
CZECH-IT,survey-message,I213,L050,CS,"A me piacerebbe se il professore cercasse di avvicinare gli studenti alla cultura e civiltà italiana o se cercasse di parlare sugli argomenti attuali, facendogli PARLARE, individuando i loro sbagli. La fine della lezione si potrebbe dedicare alla grammatica, cioè alla spiegazione di qualche fenomeno e successivamente si potrebbero fare degli esercizi. O viceversa... In ogni caso sono convinto che parlando si impara molto di più che facendo gli esercizi. Semplicemente perché se uno sarà costretto a parlare ed allo stesso momento cercherà di farsi gli appunti sui propri sbagli o incertezze, manterrà meglio l'attenzione."
CZECH-IT,survey-message,I214,L049,SK,"Credo che riuscire ad ottenere un' interazione da parte degli studenti è un lavoro piuttosto difficile per un docente. Nello stesso tempo penso che è un'elemento inevitabile per una lezione riuscita. Se gli studenti si sentono coinvolti, rispondono alle domande oppure le fanno loro, non possono annoiarsi. Io rispondo molto spesso alle domande dal docente che non mi ispirano oppure interagisco anche se non mi interessa l'argomento solo per non addormentarmi. Attraverso interazione il docente capisce se gli studenti stanno seguendo, capisce se parla troppo veloce oppure se dice le cose troppo banali e di conseguenza può cambiare il ritmo della sua lezione. Dall' altra parte, l'interazione è molto utile anche per gli studenti, perchè così non perdono attenzione e praticano anche la loro espressione orale."
CZECH-IT,survey-message,I215,L007,CS,"Per tenere la attenzione dalla parte degli studenti durante le lezioni è molto importante essere un po`variabile. L`insegnante deve muoversi, cambiare il tono della voce, fare gli esempi interessanti. Non è niente di peggiore che stare o sedere a con la voce insipida insegnare la materia non interessante. Abbiamo avuto un professore che, povero lui!, doveva insegnare una materia poco poco interessante. Lui era davvero un professionista. Quando vedeva che la attenzione degli studenti si è minimizzata, ha detto un esempio molto molto interessante, anzi divertente, tutti dovevano ridere, e lui poteva continuare sentendo che per la sua materia ha fatto la cosa migliore."
CZECH-IT,survey-message,I216,L001,CS,"Il docente deve modificare suo modo di presentare al livello dei studenti, non troppo spacializzato."
CZECH-IT,survey-message,I217,L040,SK,"Io penso che comprensibilità da parte del docente deve essere sempre buona,magari è meglio preparare esempi concreti e specifici per la lezione, che studente capisce poi meglio. Questo è anche proprio bene collegato con l'attenzione. Un docente può mantenere l'attenzione anche con le discussioni con studenti.
Su alcune lezioni possono docenti usare giochi, per esempio le lezioni degli esercizi di comunicazione. Ho vissuto la lezione del genere, prima grammatica, spiegazioni, esempi e poi a fine gioco di pratica del vocabolario. Devo dire che questo era per me una lezione perfetta."
CZECH-IT,survey-message,I218,L087,CS,"Essendo orientato solo agli studi universitari i docenti dimenticano spesso di mettere in conto il livello della conoscenza della materia dagli studenti e la semplice psicologia: non riusciamo ad essere attenti 60 minuti! Parlando della lezione un errore è cominciare una lezione con la parola ""compiti"". Tutti vogliamo parlare di noi stessi così che è meglio conversare un po´ e durante la conversazione si appaiono sempre locuzioni nuovi, novità attuali. L´ascolto è considerato la cosa più difficile e dovrebbe essere usato all´inizio della lezione se parliamo della lezione della lingua straniera. Il tema dell´ascolto ci porta al lavoro con il testo, materiali nuovi e poi alla grammatica e le cose particolari. E alla fine della lezione di nouvo alla conversazione e i compiti per casa o gli articoli da studiare. In ogni caso è sempre consigliato fare una breve pausa comunicativa dopo ogni parte della lezione. Si assiste se gli studenti abbiano la possibilità di porre domande."
CZECH-IT,survey-message,I219,L077,CS,"È importante spesso cambiare il ""focus"" e fare vari tipi di attività. Aiuterebbe anche portare degli handout con un curriculum, dove lo studente troverebbe le informazioni essenziali."
CZECH-IT,survey-message,I220,L008,CS,Personalmente ho preferito sempre le lezioni dove non si aspettava nessuna collaborazione da parte nostra. Tenete però in conto che non ho studiato le lingue. In quei corsi delle lingue ho però notato che con la partecipazione attiva uno non si annoia. Allora direi che la partecipazione attiva sarebbe fondamentale da questo punto di vista.
CZECH-IT,text-message,I221,L049,SK,Infatti! Dovresti imparare lo slovacco invece di ceco
CZECH-IT,text-message,I222,L049,SK,Io tra 20 minuti andrei a casa perché tanto c’è nessuno qua almeno preparo le cose per stasera
CZECH-IT,survey-message,I223,L028,SK,"Ho cominciato a studiare l´italiano quando era considerato ancora una lingua un po´esotica dalle nostre parti. Siccome mi piaceva molto, dopo il liceo ho deciso di continuare a studiarlo all´universitá. Tuttora mi piace il suo suono, anche se non riesco a mimare tutta la sua beltá."
CZECH-IT,survey-message,I228,L015,SK,"Ho cominciato a studiare l´italiano dopo aver trasscorso a Roma quasi un anno (prima non parlavo l´italiano per niente). Questo soggiorno mi ha motivato di studiare la lingua anche all´universita, perche non ho mai fatto il corso d´italiano prima. E poi c´erano anche gli amici italiani che mi hanno motivato di approfondire la conoscenza della lingua studiandola."
CZECH-IT,survey-message,I229,L057,SK,Ho cominciato a studiare la lingua italiana perché su liceo abbiamo avuto una profesoressa italiana migliore. Mi é piacciuto dal primo momento l´italiano. A me piace anche il paese. Sono stata qui circa 6 volte. Io ci ho sentito benissimo. Adesso ho anche amici in Italia. Mi piace anche studiare al´universitá l´italiano. Voglio andare anche su erazmus l´anno prossimo.
CZECH-IT,survey-message,I230,L058,SK,"Ho cominciato studiarlo al liceo, mi é piacuta molto questa lingua, sopratutto quando ho sentito quell´accento e anche mi piace la cucina e la vita italiana."
CZECH-IT,survey-message,I231,L074,SK,Al liceo dovevo scegliere una seconda lingua e l'italiano mi sembrava una lingua del suono dolce. Pian piano mi sono innamorata dell'italiano e ho capito che mi avrebbe permesso di capire meglio anche la cultura italiana che è un vero tesoro europeo.
CZECH-IT,survey-message,I232,L016,SK,"Inizio studio perche sono stata due scelte tedesco oppure l´italiano. Ho scelto L ´ítaliano ma non lo so perche. Pero mi piace questo linguaggio e mio l´amore.
Mio motivazione sono miei amici a anche bella storia dell´ Italia. Oltre a l´arte mi piace anche musica italiana come Emma Marrone e Zucchero. Preferiche anche il film come La vita e bella."
CZECH-IT,survey-message,I233,L059,SK,"Mi piace molto la cucina italiana, come si suona questa lingua."
CZECH-IT,survey-message,I234,L071,SK,"Ho cominciato studiare l'italiano perché secondo me l'italiano é una delle piú belle lingue nel mondo. Nel liceo ho avuto l'italiano come lingua secondaria che mi é piacuto sempre piú, cosi dopo il liceo ho voluto sapere piú dalla questa lingua, cosí ho cominciato studiare l'italiano anche nella universitá. Anche Italia come paese con la sua cultura é bellissima."
CZECH-IT,survey-message,I235,L072,SK,"Ho cominciato studiare l'italiano perché mi piace l'Italia come il paese ma anche la lingua é molto bella. Anche mi piace la cultura italiana, monumenti storici che sono molto interessanti. Ho studiato questa lingua nel liceo e dopo liceo ho cominciato studiare questa lingua nella universitá."
CZECH-IT,survey-message,I236,L069,SK,"Ho cominciato a studiare l'italiano, perché non ho saputo, dove ad andare dopo la scuola media e non ho voluto continuare negli studi della matematica e dell'informatica. Adesso per me le motivazioni più importanti sono di conoscere questa lingua mia preferita, di parlare in Italia, di conoscere la cultura e la gente italiana e, spero, qualche volta di trovare un lavoro, dove userò l'italiano. Molte grazie alla mia insegnatne a scuola media, che mi ha aiutato con il scelto dell'università."
CZECH-IT,survey-message,I237,L070,SK,Ho cominciato a studiare italiano perche questa lingua mi piace molto e secondo me é una delle piú belle lingue. Anche mi interessa la cultura italiana che é molto ricca. Mi interessava questa lingua in liceo e per questo motivo studio la lingua italiana sei anni.
CZECH-IT,survey-message,I238,L073,SK,"Ho cominciato a studiare l'italiano cinque anni fa. Conoscevo già qualche parola, siccome da piccola andavo spesso in Italia in vacanza (in Veneto, in Romagna). La lingua italiana mi è sempre piaciuta, è molto melodiosa, poi con l'accento romagnolo suona ancora meglio. Nel periodo in cui ho iniziato a studiare l'italiano, avevo incontrato qualche italiano qui a Nitra ed avevo scoperto che la loro compagnia era molto piacevole. Così ho deciso di imparare sta lingua, così avrei potuto parlare con loro direttamente senza problemi e muovermi da sola in Italia. Ho preso un libro ed in due mesi ho imparato la grammatica di base, aggiungendo pian piano tutto il resto delle informazioni e perfezionando sempre di più (per dopo aver vissuto in Italia per un anno e mezzo). A me personalmente piace molto la mentalità italiana che è molto aperta (ovviamente, dipende sempre dalla ragione), gli italiani sanno vivere molto meglio rispetto agli slovacchi (sanno divertirsi), sanno dare il feedback, parlando con le persone ecc."
CZECH-IT,survey-message,I239,L092,CS,"Io  ho avuto voglia a studiare la lingua straniera seconda perché parlo solo  inglese e in questo mondo adesso non é molto - parlate solo una lingua. Mi piace italiano molto, ma non solo la lingua, ma anche cultura antica, il cibo, la gente, la paese, montagna e il mare. Per me c´é la paese ideale. E é importatne per la mia testa, non stare stupida :-)."
